Entity,Code,Year,Wind (terawatt-hours),Hydro (terawatt-hours),Nuclear (terawatt-hours),Solar (terawatt-hours),Other renewables (terawatt-hours),Coal (terawatt-hours),Oil (terawatt-hours),Natural gas (terawatt-hours)
China,CHN,2005,1.946060606,397.017,53.088,0.084,5.322,14440.99019,2109.134227,497.079646
China,CHN,2006,3.711818182,435.786,54.843,0.095,7.133,15449.55418,2148.825091,590.135939
China,CHN,2007,5.479292929,485.264,62.13,0.114,9.863,16738.86493,2166.880666,697.8466077
China,CHN,2008,13.1,636.96,68.394,0.152,14.866,17349.28274,2214.812548,809.3166175
China,CHN,2009,27.6,615.64,70.134,0.279,20.85932,17885.35189,2203.7687,859.3974926
China,CHN,2010,44.622,711.38314,73.88,0.701,24.90023,19367.24899,2361.05282,965.4451819
China,CHN,2011,70.331,688.045,86.35,2.61,27.707,21535.06721,2359.442065,1061.656096
China,CHN,2012,95.978,862.79411,97.394,3.5945099,30.484845,21789.30283,2412.96914,1114.780728
China,CHN,2013,141.197,909.6112734,111.613,8.3738865,37.2864287,22034.13555,2441.826485,1218.107178
China,CHN,2014,156.078,1051.146674,132.538,23.51215664,46.4216487,21680.76263,2458.91927,1311.808505
China,CHN,2015,185.766,1114.51541,170.789,43.56,54.07029,21231.29438,2495.3328,1356.688791
China,CHN,2016,237.071,1153.2695,213.287,61.686,62.134767,19671.23148,2322.33655,1379.416175
China,CHN,2017,295,1165.07,248.1,117.8,79.59714596,20313.09756,2227.21478,1491.944444
China,CHN,2018,366,1202.43,294.36,177.5,90.72346175,21269.25801,2199.30278,1615.307276
Colombia,COL,1965,0,3.543949466,0,0,0,,123.9123654,
Colombia,COL,1966,0,3.937219368,0,0,0,,121.4621778,
Colombia,COL,1967,0,4.389253739,0,0,0,,117.1743495,
Colombia,COL,1968,0,4.89101189,0,0,0,,107.6677734,
Colombia,COL,1969,0,5.437973479,0,0,0,,130.6503812,
Colombia,COL,1970,0,6.052740223,0,0,0,,136.7679294,12.49325
Colombia,COL,1971,0,6.423408407,0,0,0,,135.7894385,13.0045
Colombia,COL,1972,0,7.115020994,0,0,0,,123.0154585,15.8855
Colombia,COL,1973,0,7.743348769,0,0,0,,115.6947319,16.46
Colombia,COL,1974,0,8.792068509,0,0,0,,105.5280376,17.1255
Colombia,COL,1975,0,9.7323,0,0,0.189,,98.84857274,14.91575
Colombia,COL,1976,0,10.22642,0,0,0.202,,92.36291456,15.148
Colombia,COL,1977,0,10.451812,0,0,0.192,,86.84423772,17.17475
Colombia,COL,1978,0,12.07144,0,0,0.206,,82.55640944,22.80825
Colombia,COL,1979,0,13.2593,0,0,0.216,,77.65603426,26.056
Colombia,COL,1980,0,14.44702,0,0,0.227,,79.09724074,27.84475
Colombia,COL,1981,0,14.26534,0,0,0.212,32.02176288,84.39405013,30.519
Colombia,COL,1982,0,15.238536,0,0,0.231,35.48201352,88.92848135,32.536
Colombia,COL,1983,0,15.365776,0,0,0.234,40.55041404,95.41989429,35.7455
Colombia,COL,1984,0,17.14022,0,0,0.255,53.2599339,104.8946953,36.34075
Colombia,COL,1985,0,18.440772,0,0,0.267,72.0136578,110.7335667,37.0675
Colombia,COL,1986,0,21.332952,0,0,0.266,86.1612039,186.689382,36.1265
Colombia,COL,1987,0,23.24756,0,0,0.268,117.1124718,236.7988866,38.06925
Colombia,COL,1988,0,24.5194,0,0,0.274,121.1809947,232.5338498,36.71075
Colombia,COL,1989,0,26.78212,0,0,0.274,151.6828794,248.4372776,37.1025
Colombia,COL,1990,0,27.495852,0,0,0.274,164.2495596,271.8334008,39.246
Colombia,COL,1991,0,27.72608,0,0,0.269,160.7427657,262.5844073,38.8615
Colombia,COL,1992,0,22.280584,0,0,0.34,175.74093,270.6158065,39.809
Colombia,COL,1993,0,27.856392,0,0,0.389,174.2403111,279.4891175,38.97375
Colombia,COL,1994,0,32.058392,0,0,0.444,181.8798255,280.5261594,40.2045
Colombia,COL,1995,0,31.9894,0,0,0.477,206.555778,360.711252,42.149
Colombia,COL,1996,0,35.28762418,0,0,0.496,237.2422308,387.9835711,45.4685
Colombia,COL,1997,0,31.47576,0,0,0.483,262.7447274,405.1624919,56.74
Colombia,COL,1998,0,30.781684,0,0,0.532,269.3169567,469.9550413,64.8955
Colombia,COL,1999,0,33.700658,0,0,0.457,262.8410238,508.2988929,56.929
Colombia,COL,2000,0,30.815718,0,0.001835014,0.496,306.8805774,421.9726494,57.35807355
Colombia,COL,2001,0,31.632658,0,0.00266875,0.496,352.3765499,369.9783261,59.38993118
Colombia,COL,2002,0,33.968038,0,0.00465125,0.491,316.8509853,354.0521068,59.98681491
Colombia,COL,2003,0,36.17636,0,0.006405,0.495,401.4604409,331.3878716,57.49979937
Colombia,COL,2004,0.05199,38.330058,0,0.007951726,0.467,432.4317916,324.4889824,61.34820041
Colombia,COL,2005,0.04948,39.220888,0,0.00953125,0.503,478.8747509,322.2987899,64.46344289
Colombia,COL,2006,0.062981393,42.55789177,0,0,0.519726086,528.8038647,323.0625789,67.64682279
Colombia,COL,2007,0.049890975,44.24198163,0,0,0.507136401,558.4456037,325.319935,72.57884233
Colombia,COL,2008,0.053918167,46.16088281,0,0,0.509349325,587.2048827,360.9544648,87.18864454
Colombia,COL,2009,0.057707814,40.83736603,0,0,1.003287304,581.6551315,410.7759315,101.1181971
Colombia,COL,2010,0.03856992,40.55746263,0,0,1.109982319,593.979862,481.3789226,108.4338777
Colombia,COL,2011,0.041271945,48.42747813,0,0,1.378387732,685.4781284,560.6425616,105.4584646
Colombia,COL,2012,0.054854711,47.58170976,0,0,1.476058577,711.2113581,579.9017342,115.2564768
Colombia,COL,2013,0.057624803,44.36279007,0,0,1.346433721,683.0241842,618.5937742,132.2347592
Colombia,COL,2014,0.070230298,44.7419634,0,0,1.728923016,707.6454082,606.6536152,123.3283419
Colombia,COL,2015,0.068377448,44.68190237,0,0,1.82290013,683.4352304,615.9615008,116.1031583
Colombia,COL,2016,0.050887341,46.78792653,0,0,1.993804335,723.0962011,544.1410612,120.202024
Colombia,COL,2017,0.003071419,57.3419,0,0,1.991259284,723.3922462,523.1395216,122.8794626
Colombia,COL,2018,0.043437355,56.64701407,0,0.011999821,2.088838157,673.4688988,530.5273159,128.5651818
Congo,COG,1965,,,,,,,0.82573,
Congo,COG,1966,,,,,,,0.72106,
Congo,COG,1967,,,,,,,0.5815,
Congo,COG,1968,,,,,,,0.50009,
Congo,COG,1969,,,,,,,0.27912,
Congo,COG,1970,,,,,,,0.22097,
Congo,COG,1971,,,,,,,0.16282,
Congo,COG,1972,,,,,,,3.90768,
Congo,COG,1973,,,,,,,24.31833,
Congo,COG,1974,,,,,,,28.55165,
Congo,COG,1975,,,,,,,20.80607,
Congo,COG,1976,,,,,,,24.423,
Congo,COG,1977,,,,,,,19.06157,
Congo,COG,1978,,,,,,,28.2609,
Congo,COG,1979,,,,,,,32.12206,
Congo,COG,1980,,,,,,,36.84384,
Congo,COG,1981,,,,,,,47.69463,
Congo,COG,1982,,,,,,,52.95139,
Congo,COG,1983,,,,,,,62.39495,
Congo,COG,1984,,,,,,,70.07075,
Congo,COG,1985,,,,,,,69.04731,
Congo,COG,1986,,,,,,,69.21013,
Congo,COG,1987,,,,,,,73.46671,
Congo,COG,1988,,,,,,,81.85194,
Congo,COG,1989,,,,,,,92.59806,
Congo,COG,1990,,,,,,,93.37727,
Congo,COG,1991,,,,,,,93.66802,
Congo,COG,1992,,,,,,,100.45994,
Congo,COG,1993,,,,,,,110.92694,
Congo,COG,1994,,,,,,,111.20606,
Congo,COG,1995,,,,,,,107.77521,
Congo,COG,1996,,,,,,,120.47517,
Congo,COG,1997,,,,,,,134.74518,
Congo,COG,1998,,,,,,,158.15637,
Congo,COG,1999,,,,,,,159.644895,
Congo,COG,2000,,,,,,,157.2127563,
Congo,COG,2001,,,,,,,145.8896609,
Congo,COG,2002,,,,,,,140.1275941,
Congo,COG,2003,,,,,,,128.0038912,
Congo,COG,2004,,,,,,,133.398547,
Congo,COG,2005,,,,,,,146.158007,
Congo,COG,2006,,,,,,,165.1391091,
Congo,COG,2007,,,,,,,133.5597579,
Congo,COG,2008,,,,,,,141.8599613,
Congo,COG,2009,,,,,,,163.8984271,
Congo,COG,2010,,,,,,,186.5655008,
Congo,COG,2011,,,,,,,178.1521782,
Congo,COG,2012,,,,,,,165.6272947,
Congo,COG,2013,,,,,,,143.3223448,
Congo,COG,2014,,,,,,,149.9277719,
Congo,COG,2015,,,,,,,138.7888284,
Congo,COG,2016,,,,,,,137.7128641,
Congo,COG,2017,,,,,,,159.992149,
Congo,COG,2018,,,,,,,198.236498,
Croatia,HRV,1990,0,3.805,,0,0,,,
Croatia,HRV,1991,0,5.881,,0,0,,,
Croatia,HRV,1992,0,4.349,,0,0.006,,,
Croatia,HRV,1993,0,4.55,,0,0.019,,,
Croatia,HRV,1994,0,5.435,,0,0.006,,,
Croatia,HRV,1995,0,5.683,,0,0.005,,,
Croatia,HRV,1996,0,7.863,,0,0.01,,,
Croatia,HRV,1997,0,5.853,,0,0.002,,,
Croatia,HRV,1998,0,6.022,,0,0.005,,,
Croatia,HRV,1999,0,7.327,,0,0.002,,,
Croatia,HRV,2000,0,6.453,,0,0.001,,,
Croatia,HRV,2001,0,7.181,,0,0,,,
Croatia,HRV,2002,0,5.851,,0,0,,,
Croatia,HRV,2003,0,5.458,,0,0,,,
Croatia,HRV,2004,0.002,7.627,,0,0.004,,,
Croatia,HRV,2005,0.01,7.036,,0,0.014,,,
Croatia,HRV,2006,0.019,6.617,,0,0.011,,,
Croatia,HRV,2007,0.035,4.7,,0,0.007,,,
Croatia,HRV,2008,0.04,5.781,,0,0.021,,,
Croatia,HRV,2009,0.054,7.409,,0.000016464,0.025,,,
Croatia,HRV,2010,0.139,9.126,,0.000016464,0.033,,,
Croatia,HRV,2011,0.201,5.033,,0.000016464,0.055,,,
Croatia,HRV,2012,0.329,4.837,,0.002,0.094,,,
Croatia,HRV,2013,0.517,8.622,,0.011293959,0.125,,,
Croatia,HRV,2014,0.73,9.007,,0.035,0.165,,,
Croatia,HRV,2015,0.796,6.391,,0.057,0.266,,,
Croatia,HRV,2016,1.014,6.853,,0.066,0.431,,,
Croatia,HRV,2017,1.204,5.3074,,0.0787,0.5256,,,
Croatia,HRV,2018,1.379085419,7.512550207,,0.073591668,0.682716361,,,
Cyprus,CYP,1965,0,0,0,0,0,,,
Cyprus,CYP,1966,0,0,0,0,0,,,
Cyprus,CYP,1967,0,0,0,0,0,,,
Cyprus,CYP,1968,0,0,0,0,0,,,
Cyprus,CYP,1969,0,0,0,0,0,,,
Cyprus,CYP,1970,0,0,0,0,0,,,
Cyprus,CYP,1971,0,0,0,0,0,,,
Cyprus,CYP,1972,0,0,0,0,0,,,
Cyprus,CYP,1973,0,0,0,0,0,,,
Cyprus,CYP,1974,0,0,0,0,0,,,
Cyprus,CYP,1975,0,0,0,0,0,,,
Cyprus,CYP,1976,0,0,0,0,0,,,
Cyprus,CYP,1977,0,0,0,0,0,,,
Cyprus,CYP,1978,0,0,0,0,0,,,
Cyprus,CYP,1979,0,0,0,0,0,,,
Cyprus,CYP,1980,0,0,0,0,0,,,
Cyprus,CYP,1981,0,0,0,0,0,,,
Cyprus,CYP,1982,0,0,0,0,0,,,
Cyprus,CYP,1983,0,0,0,0,0,,,
Cyprus,CYP,1984,0,0,0,0,0,,,
Cyprus,CYP,1985,0,0,0,0,0,,,
Cyprus,CYP,1986,0,0,0,0,0,,,
Cyprus,CYP,1987,0,0,0,0,0,,,
Cyprus,CYP,1988,0,0,0,0,0,,,
Cyprus,CYP,1989,0,0,0,0,0,,,
Cyprus,CYP,1990,0,0,0,0,0,,,
Cyprus,CYP,1991,0,0,0,0,0,,,
Cyprus,CYP,1992,0,0,0,0,0,,,
Cyprus,CYP,1993,0,0,0,0,0,,,
Cyprus,CYP,1994,0,0,0,0,0,,,
Cyprus,CYP,1995,0,0,0,0,0,,,
Cyprus,CYP,1996,0,0,0,0,0,,,
Cyprus,CYP,1997,0,0,0,0,0,,,
Cyprus,CYP,1998,0,0,0,0,0,,,
Cyprus,CYP,1999,0,0,0,0,0,,,
Cyprus,CYP,2000,0,0,0,0,0,,,
Cyprus,CYP,2001,0,0,0,0,0,,,
Cyprus,CYP,2002,0,0,0,0,0,,,
Cyprus,CYP,2003,0,0,0,0,0,,,
Cyprus,CYP,2004,0.000355,0,0,0.0004,0,,,
Cyprus,CYP,2005,0.000355,0,0,0.000566,0,,,
Cyprus,CYP,2006,0.000355,0,0,0.001002,0.000155,,,
Cyprus,CYP,2007,0.000356,0,0,0.001733,0.0014,,,
Cyprus,CYP,2008,0.000356,0,0,0.003,0.012,,,
Cyprus,CYP,2009,0.000356,0,0,0.004,0.027,,,
Cyprus,CYP,2010,0.031,0,0,0.007,0.035,,,
Cyprus,CYP,2011,0.114,0,0,0.012,0.052,,,
Cyprus,CYP,2012,0.185,0,0,0.022,0.05,,,
Cyprus,CYP,2013,0.231,0,0,0.047,0.049,,,
Cyprus,CYP,2014,0.1839,0,0,0.0836,0.0505,,,
Cyprus,CYP,2015,0.221857,0,0,0.126659,0.051236,,,
Cyprus,CYP,2016,0.226701,0,0,0.145937,0.052021,,,
Cyprus,CYP,2017,0.21145,0,0,0.17202,0.05175,,,
Cyprus,CYP,2018,0.22061,0,0,0.19183,0.05136,,,
Czech Republic,CZE,1965,0,2.231797,0,0,0,,,
Czech Republic,CZE,1966,0,2.1036344,0,0,0,,,
Czech Republic,CZE,1967,0,1.8959226,0,0,0,,,
Czech Republic,CZE,1968,0,1.4672408,0,0,0,,,
Czech Republic,CZE,1969,0,1.1976574,0,0,0,,,
Czech Republic,CZE,1970,0,1.7103078,0,0,0,,,
Czech Republic,CZE,1971,0,1.1755604,0,0,0,,,
Czech Republic,CZE,1972,0,1.2551096,0,0,0,,,
Czech Republic,CZE,1973,0,1.082753,0,0,0,,,
Czech Republic,CZE,1974,0,1.7324048,0,0,0,,,
Czech Republic,CZE,1975,0,1.8163734,0,0,0,,,
Czech Republic,CZE,1976,0,1.4407244,0,0,0,,,
Czech Republic,CZE,1977,0,1.966633,0,0,0,,,
Czech Republic,CZE,1978,0,1.8252122,0,0,0,,,
Czech Republic,CZE,1979,0,2.2892492,0,0,0,,,
Czech Republic,CZE,1980,0,2.3953148,0,0,0,,,
Czech Republic,CZE,1981,0,2.0594404,0,0,0,496.2209898,,
Czech Republic,CZE,1982,0,1.6749526,0,0,0,501.4459999,,
Czech Republic,CZE,1983,0,1.6528556,0,0,0,509.620785,,
Czech Republic,CZE,1984,0,1.303723,0,0,0,517.1271359,,
Czech Republic,CZE,1985,0,1.6749526,2.3953148,0,0,510.8001833,,
Czech Republic,CZE,1986,0,1.8738256,6.1473854,0,0,509.7305722,,
Czech Republic,CZE,1987,0,2.4660252,10.7037868,0,0,506.9039589,,
Czech Republic,CZE,1988,0,2.1036344,11.821895,0,0,494.7814865,,
Czech Republic,CZE,1989,0,1.6395974,12.418514,0,0,473.7407813,,
Czech Republic,CZE,1990,0,1.161,12.5864512,0,0,422.0584896,,
Czech Republic,CZE,1991,0,1.089,12.1356724,0,0,394.4375332,,
Czech Republic,CZE,1992,0,1.402,12.2549962,0,0,365.3787262,,
Czech Republic,CZE,1993,0,1.369,12.6306452,0,0.221,357.6968186,,
Czech Republic,CZE,1994,0,1.46,12.9797778,0,0.309,326.8421931,,
Czech Republic,CZE,1995,0,2.002,12.2328992,0,0.405,316.645386,,
Czech Republic,CZE,1996,0,1.969,12.8516152,0,0.292,320.433479,,
Czech Republic,CZE,1997,0,1.699,12.4936438,0,0.494,325.2768551,,
Czech Republic,CZE,1998,0,1.396,13.1786508,0,0.587,303.5584679,,
Czech Republic,CZE,1999,0,1.681,13.3598462,0,0.683,269.0424887,,
Czech Republic,CZE,2000,0,1.758,13.5940744,0,0.517,291.315218,,
Czech Republic,CZE,2001,0.0002,2.054,14.7493,0,0.514,294.7864823,,
Czech Republic,CZE,2002,0.0016,2.492,18.7382,0,0.494,282.0840102,,
Czech Republic,CZE,2003,0.0039,1.383,25.8719,0,0.49,283.6000272,,
Czech Republic,CZE,2004,0.0099,2.0191,26.3247,0.0001,0.580831,272.2294174,,
Czech Republic,CZE,2005,0.02128,2.37991,24.7276,0.000068,0.648312,274.1187976,,
Czech Republic,CZE,2006,0.049375,2.55073,26.0465,0.00017,0.912375,277.5099544,,
Czech Republic,CZE,2007,0.125098,2.079338,26.1721,0.001754,1.187319,276.8405665,,
Czech Republic,CZE,2008,0.244661,2.024335,26.551,0.012937,1.456526,264.9917364,,
Czech Republic,CZE,2009,0.288067,2.42962,27.2078,0.088807,1.86202,242.5239604,,
Czech Republic,CZE,2010,0.335493,2.7894,27.9882,0.615702,2.146246,242.3426836,,
Czech Republic,CZE,2011,0.3968,2.1341,28.2826,2.118,2.705329,244.4038452,,
Czech Republic,CZE,2012,0.4173,2.2315,30.3242,2.1731,3.361419,235.9038853,,
Czech Republic,CZE,2013,0.4783,2.8564,30.7453,2.0702,3.995469,206.7583028,,
Czech Republic,CZE,2014,0.4765,1.9092,30.3249,2.1229,4.661073,197.6493844,,
Czech Republic,CZE,2015,0.5726,1.7948,26.8408,2.2638,4.791685,196.755177,,
Czech Republic,CZE,2016,0.497,2.0005,24.1042,2.131,4.76655,187.3556714,,
Czech Republic,CZE,2017,0.591038,1.8695,28.3396,2.193368,4.964567,177.7341957,,
Czech Republic,CZE,2018,0.6093,1.6272,29.9213,2.3386,4.7285,170.2897153,,
Denmark,DNK,1965,0,0.022097,0,0,0,,,
Denmark,DNK,1966,0,0.022097,0,0,0,,,
Denmark,DNK,1967,0,0.022097,0,0,0,,,
Denmark,DNK,1968,0,0.022097,0,0,0,,,
Denmark,DNK,1969,0,0.022097,0,0,0,,,
Denmark,DNK,1970,0,0.022097,0,0,0,,,0
Denmark,DNK,1971,0,0.022097,0,0,0,,,0
Denmark,DNK,1972,0,0.022097,0,0,0,,1.136603471,0
Denmark,DNK,1973,0,0.022097,0,0,0,,1.700246996,0
Denmark,DNK,1974,0,0.022097,0,0,0,,1.133497997,0
Denmark,DNK,1975,0,0.021,0,0,0,,1.700246996,0
Denmark,DNK,1976,0,0.019,0,0,0,,2.273206943,0
Denmark,DNK,1977,0,0.026,0,0,0,,5.667489987,0
Denmark,DNK,1978,0.003,0.027,0,0,0,,4.533991989,0
Denmark,DNK,1979,0.006,0.029,0,0,0,,4.533991989,0
Denmark,DNK,1980,0.0105,0.0341,0,0,0,,3.409810414,0
Denmark,DNK,1981,0.0105,0.0355,0,0,0,,8.50123498,0
Denmark,DNK,1982,0.0185,0.0303,0,0,0,,19.26946595,0
Denmark,DNK,1983,0.0271,0.0335,0,0,0.033,,24.37020694,0
Denmark,DNK,1984,0.0332,0.0302,0,0,0.033,,26.71018158,2.4186
Denmark,DNK,1985,0.0514,0.0297,0,0,0.036,,34.00493992,11.69685
Denmark,DNK,1986,0.1256,0.0286,0,0,0.051,,41.9394259,19.838775
Denmark,DNK,1987,0.1738,0.0294,0,0,0.061,,52.70765688,25.2858375
Denmark,DNK,1988,0.2917,0.0328,0,0,0.08,,54.55696662,24.9730875
Denmark,DNK,1989,0.4284,0.0229,0,0,0.126,,63.47588785,32.0256
Denmark,DNK,1990,0.6103,0.028,0,0,0.21,,68.57662884,32.703225
Denmark,DNK,1991,0.7401,0.0254,0,0,0.355,,80.47835781,41.08823369
Denmark,DNK,1992,0.9154,0.0277,0,0,0.521,,89.2233725,42.79899565
Denmark,DNK,1993,1.0342,0.0275,0,0,0.728,,95.21383178,46.95290123
Denmark,DNK,1994,1.137,0.0326,0,0,0.573399709,,104.8485648,50.87366014
Denmark,DNK,1995,1.1773,0.0303,0,0,0.646840455,,105.4153138,55.08505085
Denmark,DNK,1996,1.2269,0.0193,0,0.000161111,0.83218319,,118.206761,66.93522229
Denmark,DNK,1997,1.9342,0.0192,0,0.000319444,0.975667404,,130.3522697,81.93912494
Denmark,DNK,1998,2.8199,0.0273,0,0.0004,1.078156976,,134.8862617,78.86699793
Denmark,DNK,1999,3.029,0.0305,0,0.000880556,1.318908975,,169.4579506,80.85002412
Denmark,DNK,2000,4.2412,0.0302,0,0.0012,1.29960556,,206.29353,84.99486319
Denmark,DNK,2001,4.306019444,0.0276,0,0.0012,1.511559209,,197.2286515,87.38350053
Denmark,DNK,2002,4.876938889,0.0318,0,0.001280556,1.879121531,,210.2638785,88.42309589
Denmark,DNK,2003,5.560783333,0.0212,0,0.001519444,2.493351539,,208.5636315,83.76553773
Denmark,DNK,2004,6.583111111,0.0265,0,0.001838889,2.910754742,,221.6376769,98.75830824
Denmark,DNK,2005,6.614,0.0225,0,0.002161111,3.174249465,,215.3507329,109.1300939
Denmark,DNK,2006,6.107958333,0.0234,0,0.002213889,3.069949343,,195.8336158,108.4295902
Denmark,DNK,2007,7.1712,0.0282,0,0.002494444,3.105063804,,176.4137139,96.15170569
Denmark,DNK,2008,6.9278,0.0258,0,0.002622222,3.140571269,,163.2324812,104.9011562
Denmark,DNK,2009,6.7205,0.0189,0,0.00375,3.320257592,,150.0610875,87.56751929
Denmark,DNK,2010,7.809422222,0.020641667,0,0.006161111,4.593930556,,141.3809789,85.35938767
Denmark,DNK,2011,9.774183333,0.016869444,0,0.015130556,4.375025,,127.2394106,68.57122942
Denmark,DNK,2012,10.26993889,0.017475,0,0.103861111,4.446005556,,116.0672953,59.91194953
Denmark,DNK,2013,11.123275,0.013419444,0,0.517541667,4.313502778,,100.9821968,49.73585406
Denmark,DNK,2014,13.07850278,0.015102778,0,0.595516667,4.301852778,,94.55665667,48.00654328
Denmark,DNK,2015,14.13309167,0.018030556,0,0.604261111,4.2005,,89.43251356,47.93545262
Denmark,DNK,2016,12.78173056,0.019272222,0,0.743780556,4.912980556,,80.53046962,47.00102649
Denmark,DNK,2017,14.78,0.017872222,0,0.751486111,6.367727778,,78.35092621,50.50028628
Denmark,DNK,2018,13.89880328,0.016454789,0,0.952973,6.119796142,,65.89310281,42.9276138
Eastern Africa,,1965,0,6.136411383,0,0,0,,,
Eastern Africa,,1966,0,7.239711181,0,0,0,,,
Eastern Africa,,1967,0,7.058091915,0,0,0,,,
Eastern Africa,,1968,0,7.335821212,0,0,0,,,
Eastern Africa,,1969,0,7.929392187,0,0,0,,,
Eastern Africa,,1970,0,11.40626123,0,0,0,,,
Eastern Africa,,1971,0,9.193495741,0,0,0.126,,,
Eastern Africa,,1972,0,11.34948664,0,0,0.127,,,
Eastern Africa,,1973,0,11.61502896,0,0,0.132,,,
Eastern Africa,,1974,0,14.74311955,0,0,0.136,,,
Eastern Africa,,1975,0,15.57794804,0,0,0.133,,,
Eastern Africa,,1976,0,17.1151103,0,0,0.146,,,
Eastern Africa,,1977,0,19.41079742,0,0,0.149,,,
Eastern Africa,,1978,0,18.51683089,0,0,0.155,,,
Eastern Africa,,1979,0,19.8973036,0,0,0.161,,,
Eastern Africa,,1980,0,18.25463336,0,0,0.167,,,
Eastern Africa,,1981,0,19.03104186,0,0,0.177,,,
Eastern Africa,,1982,0,19.66772533,0,0,0.195,,,
Eastern Africa,,1983,0,19.44491346,0,0,0.189,,,
Eastern Africa,,1984,0,18.91518032,0,0,0.192,,,
Eastern Africa,,1985,0,19.69168505,0,0,0.227,,,
Eastern Africa,,1986,0,18.8453733,0,0,0.617,,,
Eastern Africa,,1987,0,16.42696031,0,0,0.615,,,
Eastern Africa,,1988,0,18.61845636,0,0,0.583,,,
Eastern Africa,,1989,0,18.02621477,0,0,0.574,,,
Eastern Africa,,1990,0,21.34556821,0,0,0.685,,,
Eastern Africa,,1991,0,21.7425571,0,0,0.686,,,
Eastern Africa,,1992,0,19.63298965,0,0,0.677,,,
Eastern Africa,,1993,0,20.53253248,0,0,0.662,,,
Eastern Africa,,1994,0,20.67232138,0,0,0.546,,,
Eastern Africa,,1995,0,20.86189792,0,0,0.69,,,
Eastern Africa,,1996,0,20.73567681,0,0,0.834093088,,,
Eastern Africa,,1997,0,21.81301753,0,0,0.832093088,,,
Eastern Africa,,1998,0,27.86504585,0,0,1.046501965,,,
Eastern Africa,,1999,0,29.36587441,0,0,1.012186176,,,
Eastern Africa,,2000,0.0001,30.85414875,0,0.0053,1.507763158,,,
Eastern Africa,,2001,0,34.9584327,0,0.0087,1.603652632,,,
Eastern Africa,,2002,0.0003,37.9984131,0,0.0119,1.4967,,,
Eastern Africa,,2003,0.0004,38.37888566,0,0.012,1.9048,,,
Eastern Africa,,2004,0.0009,38.95177118,0,0.0132,2.1902,,,
Eastern Africa,,2005,0.0013,40.26362098,0,0.0143,2.1613,,,
Eastern Africa,,2006,0.0048,42.55958521,0,0.0182,2.30119,,,
Eastern Africa,,2007,0.011,46.38664506,0,0.022824283,2.21755,,,
Eastern Africa,,2008,0.01607,45.7876814,0,0.031416192,2.331822,,,
Eastern Africa,,2009,0.0267,48.02024298,0,0.045168917,2.69072219,,,
Eastern Africa,,2010,0.03821,53.97224481,0,0.112431865,2.946542064,,,
Eastern Africa,,2011,0.03413,55.61346782,0,0.194606791,2.951661611,,,
Eastern Africa,,2012,0.1540242,58.06110449,0,0.267353864,3.101649862,,,
Eastern Africa,,2013,0.3147081,61.7577976,0,0.327192381,3.371167925,,,
Eastern Africa,,2014,0.4413495,65.98849179,0,0.397598607,4.564418028,,,
Eastern Africa,,2015,0.7779207,65.266758,0,0.447760352,6.176652605,,,
Eastern Africa,,2016,0.8900376,61.78509997,0,0.493648477,6.206539518,,,
Eastern Africa,,2017,0.791781195,63.41597519,0,0.594366288,6.477875818,,,
Eastern Africa,,2018,0.863199466,67.05552876,0,0.690124726,7.099910409,,,
Ecuador,ECU,1965,0,0.3447132,0,0,0,,4.986725404,
Ecuador,ECU,1966,0,0.3933266,0,0,0,,4.363384728,
Ecuador,ECU,1967,0,0.4375206,0,0,0,,3.740044053,
Ecuador,ECU,1968,0,0.4551982,0,0,0,,3.125242291,
Ecuador,ECU,1969,0,0.508231,0,0,0,,2.493362702,
Ecuador,ECU,1970,0,0.5568444,0,0,0,,2.493362702,
Ecuador,ECU,1971,0,0.6098772,0,0,0,,2.493362702,
Ecuador,ECU,1972,0,1.0739142,0,0,0,,48.75377974,
Ecuador,ECU,1973,0,0.5789414,0,0,0,,130.2782012,
Ecuador,ECU,1974,0,0.5789414,0,0,0,,110.3312996,
Ecuador,ECU,1975,0,0.6054578,0,0,0,,100.3578488,
Ecuador,ECU,1976,0,0.6319742,0,0,0,,117.5091101,
Ecuador,ECU,1977,0,0.950171,0,0,0,,114.4372876,
Ecuador,ECU,1978,0,1.082753,0,0,0,,126.6467044,
Ecuador,ECU,1979,0,0.9766874,0,0,0,,134.1267925,
Ecuador,ECU,1980,0,1.1578828,0,0,0,,128.2437786,
Ecuador,ECU,1981,0,1.0562366,0,0,0,,132.2567705,
Ecuador,ECU,1982,0,1.1843992,0,0,0,,132.2567705,
Ecuador,ECU,1983,0,2.2936686,0,0,0,,149.0869687,
Ecuador,ECU,1984,0,4.2116882,0,0,0,,162.1639514,
Ecuador,ECU,1985,0,3.279,0,0,0,,177.0470007,
Ecuador,ECU,1986,0,4.012,0,0,0,,184.5270888,
Ecuador,ECU,1987,0,4.57,0,0,0,,109.1931655,
Ecuador,ECU,1988,0,4.826,0,0,0,,191.9081755,
Ecuador,ECU,1989,0,4.954,0,0,0,,177.2458463,
Ecuador,ECU,1990,0,4.9866877,0,0,0,,180.529648,
Ecuador,ECU,1991,0,5.075921,0,0,0,,189.6223614,
Ecuador,ECU,1992,0,4.9735809,0,0,0,,203.0097905,
Ecuador,ECU,1993,0,5.8101371,0,0,0,,217.7812391,
Ecuador,ECU,1994,0,6.5652775,0,0,0,,239.5981627,
Ecuador,ECU,1995,0,5.1605513,0,0,0,,244.2189442,
