Entity,Code,Year,Energy use (kg of oil equivalent per capita) (kWh)
Early-demographic dividend,,2010,10018.522848067918
Early-demographic dividend,,2011,10027.546647513931
Early-demographic dividend,,2012,10319.324039760113
Early-demographic dividend,,2013,10264.01459398046
Early-demographic dividend,,2014,10453.755419983854
East Asia & Pacific,,1971,7659.135338843865
East Asia & Pacific,,1972,7896.353767682224
East Asia & Pacific,,1973,8274.414056354168
East Asia & Pacific,,1974,8272.769889285182
East Asia & Pacific,,1975,8430.049398785406
East Asia & Pacific,,1976,8691.345399165019
East Asia & Pacific,,1977,9115.697545149158
East Asia & Pacific,,1978,9488.593138615919
East Asia & Pacific,,1979,9698.268213536783
East Asia & Pacific,,1980,9569.387477253016
East Asia & Pacific,,1981,9363.564887838489
East Asia & Pacific,,1982,9435.661079293535
East Asia & Pacific,,1983,9542.569788127663
East Asia & Pacific,,1984,9953.785690529168
East Asia & Pacific,,1985,10024.768290428343
East Asia & Pacific,,1986,10230.712932056338
East Asia & Pacific,,1987,10471.007045998545
East Asia & Pacific,,1988,10905.087136164937
East Asia & Pacific,,1989,11112.215738465116
East Asia & Pacific,,1990,11796.84941554485
East Asia & Pacific,,1991,11677.86203942211
East Asia & Pacific,,1992,11942.659752175876
East Asia & Pacific,,1993,12387.861831601362
East Asia & Pacific,,1994,12786.836847595938
East Asia & Pacific,,1995,13315.313505191374
East Asia & Pacific,,1996,13625.65355678001
East Asia & Pacific,,1997,13723.512961475919
East Asia & Pacific,,1998,13483.759480421058
East Asia & Pacific,,1999,13740.234427300416
East Asia & Pacific,,2000,14134.32348806214
East Asia & Pacific,,2001,14315.258137367671
East Asia & Pacific,,2002,14828.64317067322
East Asia & Pacific,,2003,15852.412630768853
East Asia & Pacific,,2004,17167.78512238741
East Asia & Pacific,,2005,18031.684170241777
East Asia & Pacific,,2006,18937.95116383286
East Asia & Pacific,,2007,19811.932248804635
East Asia & Pacific,,2008,20086.73611541009
East Asia & Pacific,,2009,20696.550616207547
East Asia & Pacific,,2010,22355.64078946121
East Asia & Pacific,,2011,23030.861336589856
East Asia & Pacific,,2012,23497.511444227723
East Asia & Pacific,,2013,23981.555719153974
East Asia & Pacific,,2014,24836.624263602505
East Asia & Pacific (IDA & IBRD),,1971,5024.251054285799
East Asia & Pacific (IDA & IBRD),,1972,5132.200768363927
East Asia & Pacific (IDA & IBRD),,1973,5214.832139299537
East Asia & Pacific (IDA & IBRD),,1974,5229.808924506004
East Asia & Pacific (IDA & IBRD),,1975,5614.46737936463
East Asia & Pacific (IDA & IBRD),,1976,5705.47806563521
East Asia & Pacific (IDA & IBRD),,1977,6093.355385275072
East Asia & Pacific (IDA & IBRD),,1978,6473.714554894627
East Asia & Pacific (IDA & IBRD),,1979,6521.551080967963
East Asia & Pacific (IDA & IBRD),,1980,6441.008777352169
East Asia & Pacific (IDA & IBRD),,1981,6340.27947798108
East Asia & Pacific (IDA & IBRD),,1982,6418.823946178787
East Asia & Pacific (IDA & IBRD),,1983,6549.867797100721
East Asia & Pacific (IDA & IBRD),,1984,6791.211285094229
East Asia & Pacific (IDA & IBRD),,1985,6883.880083504224
East Asia & Pacific (IDA & IBRD),,1986,7055.140582999419
East Asia & Pacific (IDA & IBRD),,1987,7275.736431274055
East Asia & Pacific (IDA & IBRD),,1988,7530.233047118236
East Asia & Pacific (IDA & IBRD),,1989,7614.678049044114
East Asia & Pacific (IDA & IBRD),,1990,8128.08636093768
East Asia & Pacific (IDA & IBRD),,1991,7947.4323800099
East Asia & Pacific (IDA & IBRD),,1992,8134.523579069019
East Asia & Pacific (IDA & IBRD),,1993,8520.97399712782
East Asia & Pacific (IDA & IBRD),,1994,8777.501934201044
East Asia & Pacific (IDA & IBRD),,1995,9291.435271894536
East Asia & Pacific (IDA & IBRD),,1996,9499.666665588522
East Asia & Pacific (IDA & IBRD),,1997,9487.962922067136
East Asia & Pacific (IDA & IBRD),,1998,9389.118989561042
East Asia & Pacific (IDA & IBRD),,1999,9516.924193367107
East Asia & Pacific (IDA & IBRD),,2000,9800.171644143693
East Asia & Pacific (IDA & IBRD),,2001,10058.697549884855
East Asia & Pacific (IDA & IBRD),,2002,10610.182357474969
East Asia & Pacific (IDA & IBRD),,2003,11757.078802130796
East Asia & Pacific (IDA & IBRD),,2004,13093.201212013393
East Asia & Pacific (IDA & IBRD),,2005,14159.867603252838
East Asia & Pacific (IDA & IBRD),,2006,15152.62790071604
East Asia & Pacific (IDA & IBRD),,2007,16124.860506171864
East Asia & Pacific (IDA & IBRD),,2008,16529.329997612407
East Asia & Pacific (IDA & IBRD),,2009,17422.081957082246
East Asia & Pacific (IDA & IBRD),,2010,18975.703922596582
East Asia & Pacific (IDA & IBRD),,2011,19958.229047174525
East Asia & Pacific (IDA & IBRD),,2012,20588.021246893764
East Asia & Pacific (IDA & IBRD),,2013,21162.644565155675
East Asia & Pacific (IDA & IBRD),,2014,22050.758842098712
East Asia & Pacific (excluding high income),,1971,5158.063775343942
East Asia & Pacific (excluding high income),,1972,5266.988391253307
East Asia & Pacific (excluding high income),,1973,5348.006759256024
East Asia & Pacific (excluding high income),,1974,5367.228409015533
East Asia & Pacific (excluding high income),,1975,5749.805398302271
East Asia & Pacific (excluding high income),,1976,5848.688799116719
East Asia & Pacific (excluding high income),,1977,6239.653040603166
East Asia & Pacific (excluding high income),,1978,6628.163413023348
East Asia & Pacific (excluding high income),,1979,6688.303769303652
East Asia & Pacific (excluding high income),,1980,6620.209721426258
East Asia & Pacific (excluding high income),,1981,6523.7528721861845
East Asia & Pacific (excluding high income),,1982,6608.646813368785
East Asia & Pacific (excluding high income),,1983,6743.47801976061
East Asia & Pacific (excluding high income),,1984,6984.072239990726
East Asia & Pacific (excluding high income),,1985,7082.029764147728
East Asia & Pacific (excluding high income),,1986,7241.886230666889
East Asia & Pacific (excluding high income),,1987,7445.0740407180165
East Asia & Pacific (excluding high income),,1988,7696.832659850636
East Asia & Pacific (excluding high income),,1989,7775.096755872654
East Asia & Pacific (excluding high income),,1990,8267.23767709263
East Asia & Pacific (excluding high income),,1991,8074.843140626421
East Asia & Pacific (excluding high income),,1992,8227.727469716156
East Asia & Pacific (excluding high income),,1993,8590.720152818441
East Asia & Pacific (excluding high income),,1994,8826.311939707432
East Asia & Pacific (excluding high income),,1995,9322.260158795212
East Asia & Pacific (excluding high income),,1996,9508.211560505291
East Asia & Pacific (excluding high income),,1997,9489.248913569912
East Asia & Pacific (excluding high income),,1998,9382.465329486455
East Asia & Pacific (excluding high income),,1999,9515.66586623638
East Asia & Pacific (excluding high income),,2000,9802.723347370822
East Asia & Pacific (excluding high income),,2001,10061.017976148076
East Asia & Pacific (excluding high income),,2002,10599.251219523569
East Asia & Pacific (excluding high income),,2003,11733.404162443387
East Asia & Pacific (excluding high income),,2004,13054.497756707298
East Asia & Pacific (excluding high income),,2005,14111.894953416295
East Asia & Pacific (excluding high income),,2006,15092.571972349044
East Asia & Pacific (excluding high income),,2007,16032.069702430512
East Asia & Pacific (excluding high income),,2008,16442.111351923184
East Asia & Pacific (excluding high income),,2009,17321.589310886073
East Asia & Pacific (excluding high income),,2010,18849.12471071364
East Asia & Pacific (excluding high income),,2011,19789.832016665976
East Asia & Pacific (excluding high income),,2012,20413.085350004807
East Asia & Pacific (excluding high income),,2013,20960.48970557238
East Asia & Pacific (excluding high income),,2014,21833.704557876634
Ecuador,ECU,1971,4163.249791361114
Ecuador,ECU,1972,4193.783089642704
Ecuador,ECU,1973,4136.633537086673
Ecuador,ECU,1974,4874.490315533245
Ecuador,ECU,1975,5229.560385271121
Ecuador,ECU,1976,5661.371524273827
Ecuador,ECU,1977,6606.69808823533
Ecuador,ECU,1978,6627.02399075325
Ecuador,ECU,1979,6815.785005454383
Ecuador,ECU,1980,7284.766420379005
Ecuador,ECU,1981,7386.128424915748
Ecuador,ECU,1982,7752.969821063893
Ecuador,ECU,1983,7009.9069788302995
Ecuador,ECU,1984,7321.017444848575
Ecuador,ECU,1985,7219.483895551821
Ecuador,ECU,1986,7013.139185278057
Ecuador,ECU,1987,7006.7290385052665
Ecuador,ECU,1988,7160.807542650431
Ecuador,ECU,1989,6682.975871313678
Ecuador,ECU,1990,7204.694657739889
Ecuador,ECU,1991,7396.729317206116
Ecuador,ECU,1992,7317.839691819296
Ecuador,ECU,1993,6669.661263667675
Ecuador,ECU,1994,6981.3432222755
Ecuador,ECU,1995,8000.977361031345
Ecuador,ECU,1996,8251.927614197788
Ecuador,ECU,1997,8393.2252488534
Ecuador,ECU,1998,8454.77728784841
Ecuador,ECU,1999,7463.2439448648265
Ecuador,ECU,2000,8118.626844187586
Ecuador,ECU,2001,8465.012474757354
Ecuador,ECU,2002,8122.33710295088
Ecuador,ECU,2003,8108.1998774831545
Ecuador,ECU,2004,7702.987001806928
Ecuador,ECU,2005,7906.336152433667
Ecuador,ECU,2006,7809.46688092626
Ecuador,ECU,2007,8687.016122611505
Ecuador,ECU,2008,7868.707912103099
Ecuador,ECU,2009,9217.272586620287
Ecuador,ECU,2010,9165.18701426009
Ecuador,ECU,2011,9550.186713033996
Ecuador,ECU,2012,9280.156625960642
Ecuador,ECU,2013,9844.251031523261
Ecuador,ECU,2014,10370.338655729773
Egypt,EGY,1971,2529.204091237132
Egypt,EGY,1972,2727.673880603408
Egypt,EGY,1973,2484.3513126456987
Egypt,EGY,1974,2721.847559609461
Egypt,EGY,1975,2906.0438647308333
Egypt,EGY,1976,3308.82736804421
Egypt,EGY,1977,3530.2479208731465
Egypt,EGY,1978,3553.8476461716023
Egypt,EGY,1979,3817.090006148578
Egypt,EGY,1980,3980.9009213830113
Egypt,EGY,1981,4524.221023181222
Egypt,EGY,1982,4830.430687228576
Egypt,EGY,1983,5223.065230611675
Egypt,EGY,1984,5640.562319211641
Egypt,EGY,1985,5943.0957840142755
Egypt,EGY,1986,5938.894308859281
Egypt,EGY,1987,6154.0208391291635
Egypt,EGY,1988,6130.562806266327
Egypt,EGY,1989,6366.670650960912
Egypt,EGY,1990,6533.068883860338
Egypt,EGY,1991,6387.6212768535925
Egypt,EGY,1992,6414.432182132933
Egypt,EGY,1993,6516.856261271107
Egypt,EGY,1994,6147.07911154592
Egypt,EGY,1995,6412.046675298735
Egypt,EGY,1996,6677.89272744084
Egypt,EGY,1997,6826.911498561697
Egypt,EGY,1998,7181.891346939419
Egypt,EGY,1999,7208.678968862602
Egypt,EGY,2000,6752.434126530051
Egypt,EGY,2001,7442.524408882369
Egypt,EGY,2002,7533.189759245196
Egypt,EGY,2003,7673.224627842288
Egypt,EGY,2004,8140.187201041459
Egypt,EGY,2005,9312.121019744818
Egypt,EGY,2006,9665.590061818568
Egypt,EGY,2007,10173.871079128166
Egypt,EGY,2008,10383.508806328884
Egypt,EGY,2009,10429.616354070698
Egypt,EGY,2010,10030.99983834994
Egypt,EGY,2011,10307.823306414946
Egypt,EGY,2012,10365.13918951896
Egypt,EGY,2013,9715.39437075326
Egypt,EGY,2014,9478.311131724606
El Salvador,SLV,1971,5411.683822174107
El Salvador,SLV,1972,5640.470091257457
El Salvador,SLV,1973,5816.267795730662
El Salvador,SLV,1974,5807.128967936309
El Salvador,SLV,1975,6337.511228985959
El Salvador,SLV,1976,7159.247145123155
El Salvador,SLV,1977,7233.4527908315185
El Salvador,SLV,1978,7507.131885883381
El Salvador,SLV,1979,7185.665025516981
El Salvador,SLV,1980,6395.400143733362
El Salvador,SLV,1981,6799.390657744482
El Salvador,SLV,1982,6917.538135987741
El Salvador,SLV,1983,6555.912479347075
El Salvador,SLV,1984,6601.382458734448
El Salvador,SLV,1985,6198.611954848431
El Salvador,SLV,1986,5313.250331783705
El Salvador,SLV,1987,5853.373807856955
El Salvador,SLV,1988,5391.757454285816
El Salvador,SLV,1989,5455.97867157429
El Salvador,SLV,1990,5463.59587964492
El Salvador,SLV,1991,5926.358907660093
El Salvador,SLV,1992,6101.75991619773
El Salvador,SLV,1993,6336.522853489224
El Salvador,SLV,1994,6625.277163254095
El Salvador,SLV,1995,6961.731598799879
El Salvador,SLV,1996,6582.033452487467
El Salvador,SLV,1997,7213.316557708911
El Salvador,SLV,1998,7354.7200774706325
El Salvador,SLV,1999,7570.679315530989
El Salvador,SLV,2000,7863.10852975292
El Salvador,SLV,2001,8173.06167056273
El Salvador,SLV,2002,8284.624935798729
El Salvador,SLV,2003,8603.052916879835
El Salvador,SLV,2004,8491.44513666985
El Salvador,SLV,2005,8695.247255704591
El Salvador,SLV,2006,9090.66433494846
El Salvador,SLV,2007,8561.818085880197
El Salvador,SLV,2008,8560.575454466158
El Salvador,SLV,2009,7982.7936335273125
El Salvador,SLV,2010,8018.070705343677
El Salvador,SLV,2011,8059.015163357317
El Salvador,SLV,2012,7898.444919233229
El Salvador,SLV,2013,7421.462454987591
El Salvador,SLV,2014,7528.210760733358
Equatorial Guinea,GNQ,2004,12226.617201307341
Equatorial Guinea,GNQ,2005,19180.699759809984
Equatorial Guinea,GNQ,2006,22064.522725465333
Equatorial Guinea,GNQ,2007,24667.194001883483
Eritrea,ERI,1992,3271.7796132986023
Eritrea,ERI,1993,3456.5419466048756
Eritrea,ERI,1994,3581.1713844657024
Eritrea,ERI,1995,3754.919251727822
Eritrea,ERI,1996,3908.3467254785114
Eritrea,ERI,1997,3828.436266152117
Eritrea,ERI,1998,2440.3275455822986
Eritrea,ERI,1999,2470.480852070233
Eritrea,ERI,2000,2426.541471191497
Eritrea,ERI,2001,2466.679766002002
Eritrea,ERI,2002,2408.0333112103262
Eritrea,ERI,2003,2493.4719502229023
Eritrea,ERI,2004,2241.141230952082
Eritrea,ERI,2005,2232.6923434501427
Eritrea,ERI,2006,1985.181476242838
Eritrea,ERI,2007,2007.4497174798414
Eritrea,ERI,2008,1853.1840441748384
Eritrea,ERI,2009,1947.5448747127225
Eritrea,ERI,2010,1962.1618847418708
Eritrea,ERI,2011,1974.2558456563522
Estonia,EST,1990,72486.67313503796
Estonia,EST,1991,67935.3732497115
Estonia,EST,1992,49813.13526724764
Estonia,EST,1993,42324.70070837307
Estonia,EST,1994,43640.26461968911
Estonia,EST,1995,42152.13410652954
Estonia,EST,1996,47023.46217206348
Estonia,EST,1997,46646.95038709281
Estonia,EST,1998,42974.834931999045
Estonia,EST,1999,40271.979832317265
Estonia,EST,2000,39247.85857400039
Estonia,EST,2001,41187.78514748422
Estonia,EST,2002,39725.52862580204
Estonia,EST,2003,44171.184932006494
Estonia,EST,2004,45280.18933617117
Estonia,EST,2005,44733.549932645656
Estonia,EST,2006,43903.65801412224
Estonia,EST,2007,49353.62623444819
Estonia,EST,2008,47746.00826421553
Estonia,EST,2009,42437.623938284654
Estonia,EST,2010,49110.43351921735
Estonia,EST,2011,49284.79049508114
Estonia,EST,2012,48548.12971385718
Estonia,EST,2013,53768.73607451303
Estonia,EST,2014,53412.12939077774
Estonia,EST,2015,48535.78815530096
Ethiopia,ETH,1971,5531.933689168283
Ethiopia,ETH,1972,5511.511550952486
Ethiopia,ETH,1973,5516.97452950618
Ethiopia,ETH,1974,5511.748219593129
Ethiopia,ETH,1975,5488.8052223457735
Ethiopia,ETH,1976,5487.357434216077
Ethiopia,ETH,1977,5482.589316821324
Ethiopia,ETH,1978,5496.579985051215
Ethiopia,ETH,1979,5502.8516963144475
Ethiopia,ETH,1980,5506.339599791271
Ethiopia,ETH,1981,5513.576114896977
Ethiopia,ETH,1982,5498.642787885495
Ethiopia,ETH,1983,5503.269269772363
Ethiopia,ETH,1984,5488.534494505544
Ethiopia,ETH,1985,5486.962787543228
Ethiopia,ETH,1986,5505.667517633244
Ethiopia,ETH,1987,5535.918315938582
Ethiopia,ETH,1988,5531.299532111417
Ethiopia,ETH,1989,5535.904885678233
Ethiopia,ETH,1990,5546.6310643091765
Ethiopia,ETH,1991,5537.061764394007
Ethiopia,ETH,1992,5471.389467014331
Ethiopia,ETH,1993,5499.518746545586
Ethiopia,ETH,1994,5517.344856246195
Ethiopia,ETH,1995,5534.059116857335
Ethiopia,ETH,1996,5544.092159654468
Ethiopia,ETH,1997,5532.51816594767
Ethiopia,ETH,1998,5536.998125669376
Ethiopia,ETH,1999,5529.77934610018
Ethiopia,ETH,2000,5538.738228919941
Ethiopia,ETH,2001,5583.11140177495
Ethiopia,ETH,2002,5585.391889651439
Ethiopia,ETH,2003,5600.374703646602
Ethiopia,ETH,2004,5607.174333919318
Ethiopia,ETH,2005,5588.322258126244
Ethiopia,ETH,2006,5602.423673178046
Ethiopia,ETH,2007,5624.759358931145
Ethiopia,ETH,2008,5642.745893929878
Ethiopia,ETH,2009,5648.608341670062
Ethiopia,ETH,2010,5656.161181865956
Ethiopia,ETH,2011,5694.99939053885
Ethiopia,ETH,2012,5706.729083537907
Ethiopia,ETH,2013,5753.691920253031
Ethiopia,ETH,2014,5777.95381256033
Euro area,,1960,16315.414429680957
Euro area,,1961,16912.64705731219
Euro area,,1962,18219.026032745103
Euro area,,1963,19598.464972794234
Euro area,,1964,20482.50577735059
Euro area,,1965,21114.691021657774
Euro area,,1966,21678.80990773636
Euro area,,1967,22569.708553716206
Euro area,,1968,24336.905094423877
Euro area,,1969,26310.367857187957
Euro area,,1970,31933.231512346374
Euro area,,1971,32353.428513021423
Euro area,,1972,33953.89091014795
Euro area,,1973,36127.50281163799
Euro area,,1974,35617.52546484109
Euro area,,1975,34059.9259967834
Euro area,,1976,36492.536499571506
Euro area,,1977,36081.1235811067
Euro area,,1978,37471.44400125906
Euro area,,1979,38983.252063777814
Euro area,,1980,38261.86597802004
Euro area,,1981,36989.5758303244
Euro area,,1982,35719.40517079739
Euro area,,1983,35990.63960900555
Euro area,,1984,37207.519627408234
Euro area,,1985,38335.7372340144
Euro area,,1986,38696.21076939318
Euro area,,1987,39509.27352424416
Euro area,,1988,39818.75459268122
Euro area,,1989,40541.79258120984
Euro area,,1990,40804.916333423425
Euro area,,1991,41352.66032826867
Euro area,,1992,40330.681630056584
Euro area,,1993,39905.4647786858
Euro area,,1994,39716.718786898986
Euro area,,1995,40990.67299084061
Euro area,,1996,42237.97114942443
Euro area,,1997,42082.06533990067
Euro area,,1998,42719.098084282465
Euro area,,1999,42578.45402083465
Euro area,,2000,42998.18000031847
Euro area,,2001,43975.84933244642
Euro area,,2002,43785.42215885018
Euro area,,2003,44467.2653744302
Euro area,,2004,44868.056638708535
Euro area,,2005,44747.345391724884
Euro area,,2006,44656.09872421873
Euro area,,2007,43696.227235149476
Euro area,,2008,43388.81378682136
Euro area,,2009,40840.76503089641
Euro area,,2010,42182.07548621366
Euro area,,2011,40545.189588250374
Euro area,,2012,40070.05339078205
Euro area,,2013,39597.85179112115
Euro area,,2014,37985.77610417203
Euro area,,2015,38711.3256944297
Europe & Central Asia,,1990,43700.664645874655
Europe & Central Asia,,1991,43327.99932721216
Europe & Central Asia,,1992,40772.1125863694
Europe & Central Asia,,1993,39324.07486698638
Europe & Central Asia,,1994,37157.703170368564
Europe & Central Asia,,1995,37355.16326925399
Europe & Central Asia,,1996,37804.12665092949
Europe & Central Asia,,1997,37043.265237536034
Europe & Central Asia,,1998,36945.85579029219
Europe & Central Asia,,1999,36882.688053087964
Europe & Central Asia,,2000,37154.56944183697
Europe & Central Asia,,2001,37694.18648099962
Europe & Central Asia,,2002,37727.36915569079
Europe & Central Asia,,2003,38706.95190720085
Europe & Central Asia,,2004,39042.53685272912
Europe & Central Asia,,2005,39037.21267301424
Europe & Central Asia,,2006,39540.8188079123
Europe & Central Asia,,2007,39216.6634288469
Europe & Central Asia,,2008,39285.501167289185
Europe & Central Asia,,2009,36693.370405982416
Europe & Central Asia,,2010,38437.44969442808
Europe & Central Asia,,2011,38098.49852198674
Europe & Central Asia,,2012,38036.07552584527
Europe & Central Asia,,2013,37425.11135838901
Europe & Central Asia,,2014,36739.334141149746
Europe & Central Asia (IDA & IBRD),,1990,45530.032872618794
Europe & Central Asia (IDA & IBRD),,1991,44286.424893029514
Europe & Central Asia (IDA & IBRD),,1992,40215.56091551093
Europe & Central Asia (IDA & IBRD),,1993,37630.700609002604
Europe & Central Asia (IDA & IBRD),,1994,33433.4905781181
Europe & Central Asia (IDA & IBRD),,1995,32843.984487388916
Europe & Central Asia (IDA & IBRD),,1996,32424.57759749356
Europe & Central Asia (IDA & IBRD),,1997,31261.617394485496
Europe & Central Asia (IDA & IBRD),,1998,30541.336513403054
Europe & Central Asia (IDA & IBRD),,1999,30608.25179760934
Europe & Central Asia (IDA & IBRD),,2000,30888.15794830821
Europe & Central Asia (IDA & IBRD),,2001,31020.381534280874
Europe & Central Asia (IDA & IBRD),,2002,31386.049323506155
Europe & Central Asia (IDA & IBRD),,2003,32615.433619055166
Europe & Central Asia (IDA & IBRD),,2004,32982.58509824646
Europe & Central Asia (IDA & IBRD),,2005,33086.65204866254
Europe & Central Asia (IDA & IBRD),,2006,34222.56999957681
Europe & Central Asia (IDA & IBRD),,2007,34605.34451804129
Europe & Central Asia (IDA & IBRD),,2008,35028.36045908894
Europe & Central Asia (IDA & IBRD),,2009,32407.3686863112
Europe & Central Asia (IDA & IBRD),,2010,34484.54172629568
Europe & Central Asia (IDA & IBRD),,2011,35812.19343748215
Europe & Central Asia (IDA & IBRD),,2012,35963.810156081396
Europe & Central Asia (IDA & IBRD),,2013,35155.30936693111
Europe & Central Asia (IDA & IBRD),,2014,35510.82854961608
Europe & Central Asia (excluding high income),,1990,47210.47263768448
Europe & Central Asia (excluding high income),,1991,45907.043541387735
Europe & Central Asia (excluding high income),,1992,41481.65020364598
Europe & Central Asia (excluding high income),,1993,38554.14420269853
Europe & Central Asia (excluding high income),,1994,34043.90111920815
Europe & Central Asia (excluding high income),,1995,33289.242308098
Europe & Central Asia (excluding high income),,1996,32682.43740125799
Europe & Central Asia (excluding high income),,1997,31425.547815032667
Europe & Central Asia (excluding high income),,1998,30822.62016484674
Europe & Central Asia (excluding high income),,1999,30976.8444681713
Europe & Central Asia (excluding high income),,2000,31368.88927589149
Europe & Central Asia (excluding high income),,2001,31489.07801911872
Europe & Central Asia (excluding high income),,2002,31912.616973969583
Europe & Central Asia (excluding high income),,2003,33187.03342406799
Europe & Central Asia (excluding high income),,2004,33584.23812552213
Europe & Central Asia (excluding high income),,2005,33658.66427252367
Europe & Central Asia (excluding high income),,2006,34779.39203313518
Europe & Central Asia (excluding high income),,2007,35201.29112477333
Europe & Central Asia (excluding high income),,2008,35633.73375524156
Europe & Central Asia (excluding high income),,2009,32848.16456406673
Europe & Central Asia (excluding high income),,2010,34952.941590891256
Europe & Central Asia (excluding high income),,2011,36398.55095177342
Europe & Central Asia (excluding high income),,2012,36672.52432190665
Europe & Central Asia (excluding high income),,2013,35780.296338693464
Europe & Central Asia (excluding high income),,2014,36340.87121520548
European Union,,1960,20007.282362686463
European Union,,1961,20485.157005582296
European Union,,1962,21736.913308837746
European Union,,1963,23016.066745946056
European Union,,1964,23792.130519720744
European Union,,1965,24366.19162829359
European Union,,1966,24867.148408970217
European Union,,1967,25626.519414918144
European Union,,1968,27190.473679204457
European Union,,1969,29166.447628568567
European Union,,1970,33654.771190016436
European Union,,1971,33837.59249651508
European Union,,1972,35045.8910631963
European Union,,1973,36920.18553074483
European Union,,1974,36290.23552882875
European Union,,1975,35357.258474534894
European Union,,1976,37458.62315075652
European Union,,1977,37603.94410625386
European Union,,1978,38819.09801934455
European Union,,1979,40268.564745592164
European Union,,1980,39181.452945028796
European Union,,1981,37875.18687733213
European Union,,1982,37173.50534591106
European Union,,1983,37268.99115027952
European Union,,1984,38030.6692719119
European Union,,1985,39341.879408313216
European Union,,1986,39865.751810662325
European Union,,1987,40587.167037101455
European Union,,1988,40768.18059768218
European Union,,1989,40829.96249799135
European Union,,1990,40022.172434939086
European Union,,1991,40001.06162642812
European Union,,1992,38939.09217967839
European Union,,1993,38749.937679351766
European Union,,1994,38495.26700729494
European Union,,1995,39585.9583673198
European Union,,1996,40901.36643311672
European Union,,1997,40420.85487398359
European Union,,1998,40594.64429361925
European Union,,1999,40176.33244120435
European Union,,2000,40379.7881582666
European Union,,2001,41251.1364897307
European Union,,2002,41085.92577612237
European Union,,2003,41801.67037827016
European Union,,2004,42068.5189207066
European Union,,2005,42039.08036299147
European Union,,2006,42044.877111083355
European Union,,2007,41171.65014500913
European Union,,2008,40842.120818497046
European Union,,2009,38364.7735678276
European Union,,2010,39776.16685045419
European Union,,2011,38261.694714306606
European Union,,2012,37880.79759801731
European Union,,2013,37334.85176498073
European Union,,2014,35814.39775922761
European Union,,2015,37298.20256531411
Fiji,FJI,1990,4561.89730013121
Fiji,FJI,2004,9464.828179492008
Fiji,FJI,2005,8179.606895452393
Fiji,FJI,2006,7857.243860669
Fiji,FJI,2007,7299.990896153867
Finland,FIN,1960,25550.56416399185
Finland,FIN,1961,26199.816164743148
Finland,FIN,1962,27467.081278778307
Finland,FIN,1963,28829.74666333872
Finland,FIN,1964,31149.596217953713
Finland,FIN,1965,33583.88245847917
Finland,FIN,1966,35651.051796067564
Finland,FIN,1967,36360.33490788896
Finland,FIN,1968,38875.63889220914
Finland,FIN,1969,42664.92596217174
Finland,FIN,1970,45033.95371606801
Finland,FIN,1971,45813.02495336209
Finland,FIN,1972,48708.30866807611
Finland,FIN,1973,52422.88772526664
Finland,FIN,1974,50984.15360678668
Finland,FIN,1975,48634.4579364271
Finland,FIN,1976,51868.1672543795
Finland,FIN,1977,52523.96502607565
Finland,FIN,1978,54248.404535438814
Finland,FIN,1979,57725.91795898575
Finland,FIN,1980,59855.4499360293
Finland,FIN,1981,57389.263879895756
Finland,FIN,1982,55887.89384687963
Finland,FIN,1983,56101.478201164864
Finland,FIN,1984,57109.382697335335
Finland,FIN,1985,61288.84827361399
Finland,FIN,1986,63762.38705620034
Finland,FIN,1987,69322.8547767361
Finland,FIN,1988,65016.77666203507
Finland,FIN,1989,66914.82485898018
Finland,FIN,1990,66192.97289183382
Finland,FIN,1991,66788.58058255918
Finland,FIN,1992,62580.949378737656
Finland,FIN,1993,65328.2148456305
Finland,FIN,1994,69460.80619134005
Finland,FIN,1995,65847.94208062584
Finland,FIN,1996,70596.56665052871
Finland,FIN,1997,73000.9481782975
Finland,FIN,1998,73493.76837053202
Finland,FIN,1999,73082.43454327712
Finland,FIN,2000,72829.29388090783
Finland,FIN,2001,74555.5714736754
Finland,FIN,2002,78253.4017453378
Finland,FIN,2003,82305.81992873993
Finland,FIN,2004,82978.35445161331
Finland,FIN,2005,76316.31948214443
Finland,FIN,2006,82710.89483482421
Finland,FIN,2007,81118.04933518889
Finland,FIN,2008,77562.48604142098
Finland,FIN,2009,72900.33534056168
Finland,FIN,2010,79418.75504908124
Finland,FIN,2011,76032.72177796517
Finland,FIN,2012,72987.21630758642
Finland,FIN,2013,71131.72343413426
Finland,FIN,2014,72261.35082006597
Finland,FIN,2015,68904.26245238872
Fragile and conflict affected situations,,1971,4862.924636711252
Fragile and conflict affected situations,,1972,4828.840982448981
Fragile and conflict affected situations,,1973,4933.825180718316
Fragile and conflict affected situations,,1974,4981.652262269142
Fragile and conflict affected situations,,1975,5052.49552199439
Fragile and conflict affected situations,,1976,5162.591858373902
Fragile and conflict affected situations,,1977,5158.548960446858
Fragile and conflict affected situations,,1978,5256.609423138369
Fragile and conflict affected situations,,1979,5476.702591766382
Fragile and conflict affected situations,,1980,5457.083298324496
Fragile and conflict affected situations,,1981,5409.182688790109
Fragile and conflict affected situations,,1982,5434.719209925225
Fragile and conflict affected situations,,1983,5603.075935818296
Fragile and conflict affected situations,,1984,5694.727390146637
Fragile and conflict affected situations,,1985,5865.524567034284
Fragile and conflict affected situations,,1986,5900.15621612806
Fragile and conflict affected situations,,1987,5945.320435768933
Fragile and conflict affected situations,,1988,6025.665449725224
Fragile and conflict affected situations,,1989,6115.894129500409
Fragile and conflict affected situations,,1990,5934.986045284082
